studentID,meetingID,attendance
1672624,3936,Y
1669830,3936,Y
1650217,3936,N
1664698,7455,Y
1731524,7455,N
1722890,7455,N
1655938,6844,N
1705200,6844,Y
1682899,6844,N
1675501,8527,Y
1668699,8527,N
1740382,8527,N
1687085,9493,N
1736708,9493,Y
1720272,9493,N
1735396,7181,Y
1736923,7181,Y
1712299,7181,N
1714080,7486,N
1671472,7486,N
1724317,7486,N
1727459,9432,Y
1681286,9432,N
1718757,9432,N
1675579,7624,Y
1653453,7624,N
1650983,7624,Y
1674472,8837,N
1701848,8837,Y
1728567,8837,Y
1701898,5691,N
1681090,5691,N
1662324,5691,N
1701898,5701,Y
1681090,5701,N
1662324,5701,Y
1701898,5477,N
1681090,5477,Y
1662324,5477,Y
1694090,3102,N
1680394,3102,Y
1724539,3102,Y
1694090,4069,N
1680394,4069,N
1724539,4069,N
1694090,8376,Y
1680394,8376,N
1724539,8376,Y
1691491,2419,Y
1687251,2419,Y
1746508,2419,N
1691491,7978,N
1687251,7978,Y
1746508,7978,N
1691491,3317,N
1687251,3317,Y
1746508,3317,N
1707460,7566,Y
1663434,7566,N
1749059,7566,N
1707460,2158,Y
1663434,2158,Y
1749059,2158,Y
1707460,3500,Y
1663434,3500,Y
1749059,3500,N
1737791,1887,N
1724183,1887,Y
1704006,1887,Y
1737791,5259,N
1724183,5259,N
1704006,5259,Y
1737791,1282,Y
1724183,1282,N
1704006,1282,N
1658898,8362,Y
1658898,2052,Y
1658898,1620,Y
1667029,7028,Y
1681875,7028,N
1695893,7028,Y
1667029,7925,Y
1681875,7925,Y
1695893,7925,N
1684497,4652,Y
1737572,4652,N
1740053,4652,N
1684497,5421,Y
1737572,5421,Y
1740053,5421,Y
1746148,8328,Y
1694145,8328,N
1740871,8328,N
1746148,4634,Y
1694145,4634,N
1740871,4634,N
1703588,7213,N
1715228,7213,Y
1650284,7213,N
1703588,2470,Y
1715228,2470,N
1650284,2470,Y
1677308,6711,N
1683239,6711,N
1698390,6711,Y
1677308,8714,Y
1683239,8714,Y
1698390,8714,N
1717588,1088,Y
1717588,8650,N
1666739,4243,N
1663758,4243,N
1692389,4243,Y
1666739,7863,N
1663758,7863,N
1692389,7863,Y
1748119,4402,N
1732738,4402,N
1749341,4402,N
1748119,1775,N
1732738,1775,N
1749341,1775,Y
1676211,7308,Y
1667537,7308,N
1660189,7308,N
1676211,6510,Y
1667537,6510,Y
1660189,6510,N
1662021,9134,N
1683156,9134,N
1741262,9134,Y
1662021,1119,N
1683156,1119,N
1741262,1119,Y
1655135,4566,Y
1680839,4566,Y
1678076,4566,N
1655135,3747,N
1680839,3747,Y
1678076,3747,Y
1686379,2699,Y
1685021,2699,N
1652742,2699,N
1686379,8436,N
1685021,8436,N
1652742,8436,N
1717642,7939,N
1710397,7939,N
1671788,7939,N
1717642,4839,N
1710397,4839,N
1671788,4839,N
1736967,7351,N
1719737,7351,N
1677102,7351,Y
1736967,5428,N
1719737,5428,N
1677102,5428,Y
1667181,9889,Y
1742673,9889,N
1686433,9889,Y
1667181,1786,Y
1742673,1786,N
1686433,1786,N
1671296,5984,N
1671296,1912,Y
1707928,2044,Y
1709045,2044,Y
1674648,2044,N
1707928,3515,N
1709045,3515,Y
1674648,3515,Y
1743435,8501,Y
1727185,8501,Y
1700703,8501,N
1743435,9788,Y
1727185,9788,Y
1700703,9788,Y
1721655,5097,N
1738782,5097,Y
1700271,5097,N
1721655,2590,N
1738782,2590,Y
1700271,2590,Y
1675762,2415,N
1696763,2415,N
1669944,2415,N
1675762,7789,Y
1696763,7789,Y
1669944,7789,N
1679233,1857,N
1717568,1857,N
1681649,1857,Y
1679233,1370,Y
1717568,1370,Y
1681649,1370,N
1683187,1710,Y
1729653,1710,N
1745705,1710,Y
1683187,1706,Y
1729653,1706,N
1745705,1706,N
1694374,2958,N
1688448,2958,N
1692258,2958,N
1694374,1549,N
1688448,1549,N
1692258,1549,Y
1704466,8142,Y
1680538,8142,N
1680304,8142,Y
1704466,3846,Y
1680538,3846,N
1680304,3846,N
1652718,8906,N
1652718,1308,N
1734905,3902,N
1744224,3902,N
1702691,3902,Y
1734905,6372,N
1744224,6372,Y
1702691,6372,Y
1734905,1946,Y
1744224,1946,Y
1702691,1946,Y
1675275,8408,Y
1737290,8408,Y
1742102,8408,Y
1675275,5859,N
1737290,5859,Y
1742102,5859,N
1675275,8614,N
1737290,8614,N
1742102,8614,Y
1713685,2404,Y
1689614,2404,Y
1653845,2404,N
1713685,5070,Y
1689614,5070,Y
1653845,5070,N
1713685,7117,Y
1689614,7117,Y
1653845,7117,N
1702574,7690,N
1678082,7690,N
1695463,7690,N
1702574,3973,Y
1678082,3973,N
1695463,3973,Y
1702574,6216,Y
1678082,6216,Y
1695463,6216,N
1668201,9324,N
1727738,9324,Y
1668201,7477,N
1727738,7477,N
1668201,9538,Y
1727738,9538,N
1696231,5185,N
1749894,5185,N
1667906,5185,Y
1739963,5576,Y
1743463,5576,N
1714976,5576,N
1704254,3274,Y
1714651,3274,Y
1708470,3274,Y
1710452,9994,N
1734738,9994,N
1706819,9994,Y
1675710,8387,N
1653836,8387,N
1726765,8387,N
1747740,5137,N
1710287,5137,N
1728379,5137,N
1693577,8948,N
1732537,8948,Y
1740879,8948,Y
1695244,6117,Y
1672369,6117,Y
1720423,2915,N
1699785,2915,N
1735109,2915,Y
1720423,2498,Y
1699785,2498,N
1735109,2498,N
1720423,8634,N
1699785,8634,Y
1735109,8634,N
1739285,7231,N
1662009,7231,N
1707294,7231,N
1739285,6561,N
1662009,6561,Y
1707294,6561,Y
1739285,2758,Y
1662009,2758,N
1707294,2758,Y
1715131,5493,N
1747312,5493,Y
1656917,5493,N
1715131,3188,Y
1747312,3188,N
1656917,3188,N
1715131,4089,N
1747312,4089,N
1656917,4089,N
1698965,4493,Y
1712191,4493,N
1669892,4493,N
1698965,4348,Y
1712191,4348,Y
1669892,4348,N
1698965,9700,N
1712191,9700,N
1669892,9700,Y
1742506,3649,Y
1739933,3649,N
1716410,3649,N
1742506,3988,Y
1739933,3988,N
1716410,3988,N
1742506,5277,N
1739933,5277,N
1716410,5277,Y
1683448,3850,N
1681296,3850,Y
1686545,3850,N
1683448,1861,Y
1681296,1861,Y
1686545,1861,N
1683448,4469,Y
1681296,4469,Y
1686545,4469,Y
1730703,1542,Y
1656350,1542,Y
1663289,1542,N
1730703,9480,Y
1656350,9480,N
1663289,9480,N
1730703,5847,Y
1656350,5847,N
1663289,5847,N
1737133,2453,N
1697632,2453,Y
1720906,2453,N
1737133,9413,Y
1697632,9413,Y
1720906,9413,Y
1737133,6592,N
1697632,6592,N
1720906,6592,Y
1690011,9128,Y
1735066,9128,N
1682506,9128,N
1690011,2575,N
1735066,2575,Y
1682506,2575,N
1690011,4316,Y
1735066,4316,Y
1682506,4316,N
1722297,8926,Y
1654601,8926,Y
1742256,8926,N
1722297,7891,N
1654601,7891,Y
1742256,7891,N
1722297,2735,N
1654601,2735,N
1742256,2735,Y
1684237,1131,Y
1749279,1131,N
1650344,1131,N
1684237,8418,N
1749279,8418,N
1650344,8418,N
1684237,2811,Y
1749279,2811,Y
1650344,2811,N
1734705,9534,Y
1657086,9534,Y
1655079,9534,N
1734705,1482,N
1657086,1482,Y
1655079,1482,Y
1734705,7930,N
1657086,7930,N
1655079,7930,Y
1681649,7784,Y
1684121,7784,N
1683590,7784,N
1681649,8059,N
1684121,8059,Y
1683590,8059,N
1681649,7938,Y
1684121,7938,N
1683590,7938,N
1653720,1179,Y
1676596,1179,Y
1662605,1179,Y
1653720,5558,Y
1676596,5558,Y
1662605,5558,N
1653720,7257,N
1676596,7257,Y
1662605,7257,Y
1662140,6917,Y
1720628,6917,Y
1747995,6917,Y
1662140,3449,Y
1720628,3449,N
1747995,3449,N
1662140,3414,Y
1720628,3414,Y
1747995,3414,Y
1672039,3642,Y
1671783,3642,N
1672039,7307,Y
1671783,7307,Y
1672039,5992,Y
1671783,5992,N
1667008,5201,Y
1697175,5201,N
1672463,5201,Y
1667008,1156,N
1697175,1156,Y
1672463,1156,Y
1662678,5832,Y
1745825,5832,N
1681981,5832,Y
1662678,1174,Y
1745825,1174,N
1681981,1174,Y
1716878,9836,Y
1657238,9836,N
1681793,9836,Y
1716878,4146,N
1657238,4146,N
1681793,4146,Y
1712465,3068,N
1687297,3068,N
1704101,3068,Y
1712465,9086,Y
1687297,9086,Y
1704101,9086,Y
1692654,5136,N
1679216,5136,Y
1719063,5136,N
1692654,7626,Y
1679216,7626,Y
1719063,7626,N
1717128,1571,Y
1749326,1571,Y
1701252,1571,Y
1717128,3522,Y
1749326,3522,Y
1701252,3522,Y
1681593,4893,Y
1745832,4893,N
1712878,4893,Y
1681593,2965,Y
1745832,2965,N
1712878,2965,Y
1683288,6986,N
1747062,6986,Y
1730567,6986,Y
1711420,4295,Y
1693925,4295,Y
1650524,4295,Y
1703253,9572,N
1699565,9572,Y
1723949,9572,Y
1700562,4863,N
1720855,4863,N
1697845,4863,N
1742080,7063,N
1743796,7063,Y
1730141,7063,N
1696343,6196,Y
1741970,6196,Y
1685749,6196,N
1715764,7697,N
1722339,7697,N
1653704,7697,N
1717649,2143,Y
1684497,5069,Y
1702461,5069,Y
1725373,5069,Y
1684497,9036,N
1702461,9036,N
1725373,9036,Y
1714616,3965,Y
1744377,3965,N
1659441,3965,Y
1714616,3968,N
1744377,3968,Y
1659441,3968,N
1670351,8782,N
1687133,8782,N
1680537,8782,N
1670351,1319,Y
1687133,1319,Y
1680537,1319,Y
1698633,1399,N
1719061,1399,Y
1728941,1399,Y
1698633,3089,Y
1719061,3089,Y
1728941,3089,Y
1735096,2521,N
1705536,2521,N
1705679,2521,Y
1735096,1659,Y
1705536,1659,N
1705679,1659,Y
1682688,8056,Y
1702362,8056,N
1657319,8056,N
1682688,6083,Y
1702362,6083,Y
1657319,6083,Y
1720110,5971,Y
1715573,5971,Y
1720110,4747,N
1715573,4747,N
1719494,2405,Y
1717593,2405,N
1731039,2405,Y
1680777,3847,N
1717179,3847,Y
1676273,3847,Y
1702732,9019,Y
1695836,9019,N
1737209,9019,Y
1725203,3904,N
1704305,3904,N
1710285,3904,N
1708429,2156,Y
1719698,2156,N
1682090,2156,N
1732590,8325,Y
1677855,8325,Y
1735538,8325,Y
1665750,4736,N
1653154,7663,N
1671975,7663,Y
1727158,7663,N
1653743,1650,Y
1712258,1650,Y
1672915,1650,Y
1734320,5759,Y
1677793,5759,N
1690705,5759,N
1726013,8333,N
1708481,8333,Y
1694898,8333,Y
1667163,8719,N
1722293,8719,Y
1721890,8719,Y
1726666,6013,N
1681296,6013,Y
1678707,3123,N
1740663,3123,N
1671112,3123,Y
1678707,6508,N
1740663,6508,N
1671112,6508,Y
1678707,2754,N
1740663,2754,N
1671112,2754,N
1706906,4476,N
1655190,4476,N
1659754,4476,N
1706906,8928,Y
1655190,8928,Y
1659754,8928,N
1706906,3485,N
1655190,3485,Y
1659754,3485,Y
1722787,1556,Y
1715627,1556,N
1668846,1556,N
1722787,6532,Y
1715627,6532,N
1668846,6532,Y
1722787,8822,N
1715627,8822,Y
1668846,8822,N
1746270,4211,Y
1731748,4211,N
1719257,4211,N
1746270,6905,Y
1731748,6905,N
1719257,6905,N
1746270,6230,N
1731748,6230,N
1719257,6230,Y
1722031,3214,Y
1727135,3214,Y
1722031,2280,Y
1727135,2280,Y
1722031,6906,Y
1727135,6906,Y
1717804,6183,Y
1744464,6183,Y
1730444,6183,N
1717804,5502,N
1744464,5502,Y
1730444,5502,N
1651903,6832,N
1727602,6832,N
1699152,6832,N
1651903,6184,N
1727602,6184,Y
1699152,6184,N
1668964,7268,Y
1703888,7268,Y
1653178,7268,Y
1668964,5865,N
1703888,5865,N
1653178,5865,N
1735340,8785,Y
1733294,8785,Y
1668065,8785,Y
1735340,5981,N
1733294,5981,N
1668065,5981,N
1702191,5655,Y
1679732,5655,Y
1664893,5655,Y
1702191,8817,N
1679732,8817,Y
1664893,8817,N
1662394,6429,Y
1728473,6429,N
1723897,6429,Y
1662394,3552,Y
1728473,3552,Y
1723897,3552,N
1739584,3628,Y
1738363,3628,Y
1746599,3628,Y
1739584,2171,Y
1738363,2171,N
1746599,2171,N
1728695,4135,N
1653065,4135,N
1726138,4135,Y
1728695,5292,Y
1653065,5292,N
1726138,5292,Y
1715867,9823,N
1666994,9823,N
1715867,3978,N
1666994,3978,N
1748361,5671,N
1708965,5671,Y
1690952,5671,N
1748361,3806,Y
1708965,3806,N
1690952,3806,Y
1748361,6910,Y
1708965,6910,N
1690952,6910,Y
1707386,4302,Y
1696202,4302,N
1749270,4302,Y
1707386,9835,N
1696202,9835,Y
1749270,9835,N
1707386,3699,N
1696202,3699,N
1749270,3699,Y
1719488,9913,Y
1697897,9913,N
1658525,9913,N
1719488,6659,N
1697897,6659,Y
1658525,6659,Y
1719488,8421,Y
1697897,8421,N
1658525,8421,N
1742270,4367,N
1710344,4367,Y
1710739,4367,Y
1742270,9833,Y
1710344,9833,Y
1710739,9833,N
1742270,1031,N
1710344,1031,Y
1710739,1031,N
1653162,8247,N
1711902,8247,N
1747686,8247,Y
1653162,4688,N
1711902,4688,N
1747686,4688,Y
1653162,6315,Y
1711902,6315,N
1747686,6315,N
1728316,4371,N
1697697,4371,Y
1721859,4371,N
1728316,1187,Y
1697697,1187,Y
1721859,1187,Y
1728316,1139,Y
1697697,1139,N
1721859,1139,Y
1661499,5199,Y
1660800,5199,Y
1713462,5199,N
1661499,8273,N
1660800,8273,Y
1713462,8273,N
1661499,5254,Y
1660800,5254,Y
1713462,5254,Y
1692569,4007,N
1655699,4007,N
1717146,4007,Y
1692569,4859,N
1655699,4859,N
1717146,4859,N
1692569,7705,Y
1655699,7705,N
1717146,7705,N
1677372,2515,N
1695950,2515,N
1743179,2515,Y
1677372,7437,Y
1695950,7437,N
1743179,7437,Y
1677372,1708,Y
1695950,1708,Y
1743179,1708,Y
1698207,1970,N
1744662,1970,Y
1714518,1970,N
1698207,9155,Y
1744662,9155,N
1714518,9155,Y
1698207,7492,Y
1744662,7492,N
1714518,7492,Y
1731475,3877,N
1699633,3877,N
1737827,3877,N
1731475,4362,Y
1699633,4362,Y
1737827,4362,Y
1731475,1446,N
1699633,1446,N
1737827,1446,N
1694007,6067,N
1740460,6067,N
1674879,6067,N
1694007,4976,N
1740460,4976,Y
1674879,4976,N
1694007,9361,N
1740460,9361,N
1674879,9361,Y
1664691,7022,Y
1683215,7022,Y
1653709,7022,Y
1664691,9286,N
1683215,9286,Y
1653709,9286,Y
1664691,1820,N
1683215,1820,Y
1653709,1820,Y
1731369,4088,Y
1731369,4354,Y
1731369,6212,Y
1676778,6472,N
1664808,6472,N
1700766,6472,Y
1656531,8136,N
1718969,8136,N
1733762,8136,Y
1653197,2799,N
