studentID,meetingID,attendance
1740262,1247,N
1715229,1247,N
1701699,1247,N
1740262,8640,N
1715229,8640,N
1701699,8640,Y
1740262,9573,N
1715229,9573,Y
1701699,9573,N
1675390,5258,N
1729565,5258,Y
1674100,5258,N
1675390,9204,N
1729565,9204,Y
1674100,9204,N
1675390,7512,Y
1729565,7512,Y
1674100,7512,N
1729415,9159,Y
1659558,9159,Y
1729415,7505,N
1659558,7505,Y
1729415,2647,N
1659558,2647,Y
1686036,5777,N
1676010,5777,N
1743660,5777,N
1686036,7414,Y
1676010,7414,N
1743660,7414,N
1686036,2421,Y
1676010,2421,N
1743660,2421,N
1671277,7523,N
1741867,7523,Y
1718611,7523,Y
1671277,7698,N
1741867,7698,N
1718611,7698,Y
1671277,3204,Y
1741867,3204,N
1718611,3204,Y
1678744,4732,N
1716408,4732,Y
1654551,4732,N
1678744,4049,N
1716408,4049,Y
1654551,4049,N
1678744,8681,N
1716408,8681,Y
1654551,8681,Y
1730566,2551,Y
1736019,2551,Y
1684602,2551,N
1730566,1058,Y
1736019,1058,N
1684602,1058,Y
1730566,8804,N
1736019,8804,N
1684602,8804,Y
1709043,2896,Y
1737801,2896,Y
1666345,2896,N
1709043,6839,N
1737801,6839,N
1666345,6839,Y
1709043,5334,Y
1737801,5334,N
1666345,5334,Y
1722808,8916,N
1689502,8916,Y
1688401,8916,Y
1722808,8596,Y
1689502,8596,Y
1688401,8596,Y
1722808,3978,Y
1689502,3978,Y
1688401,3978,Y
1677912,1049,Y
1732569,1049,Y
1657178,1049,Y
1677912,5568,Y
1732569,5568,Y
1657178,5568,Y
1677912,1342,N
1732569,1342,N
1657178,1342,Y
1687525,6461,Y
1650232,6461,N
1733244,6461,Y
1687525,1352,Y
1650232,1352,Y
1733244,1352,Y
1687525,2572,N
1650232,2572,N
1733244,2572,N
1689836,2475,Y
1680228,2475,N
1694801,2475,Y
1689836,7782,N
1680228,7782,N
1694801,7782,Y
1689836,8460,Y
1680228,8460,N
1694801,8460,N
1663342,6340,Y
1651651,6340,N
1663342,2765,Y
1651651,2765,Y
1663342,9526,N
1651651,9526,N
1662872,3228,N
1737099,3228,N
1716361,3228,N
1691459,5471,Y
1661800,5471,Y
1662846,5471,Y
1741804,1244,N
1707423,1244,Y
1720052,1244,N
1652148,2324,Y
1724665,2324,Y
1723014,2324,Y
1704473,1416,Y
1715634,1416,Y
1698097,1416,N
1704177,1949,Y
1722884,1949,N
1727371,1949,N
1668167,4989,Y
1721971,4989,N
1658711,4989,Y
1657614,6076,Y
1675624,6076,N
1743805,6076,Y
1735323,5571,Y
1744666,5571,Y
1713299,5571,Y
1702312,3556,N
1722230,3556,N
1712302,6288,N
1656480,6288,Y
1734155,6288,Y
1712302,7968,N
1656480,7968,N
1734155,7968,N
1712302,3734,N
1656480,3734,Y
1734155,3734,N
1665905,5648,Y
1688464,5648,N
1665987,5648,N
1665905,9266,N
1688464,9266,Y
1665987,9266,Y
1665905,3168,Y
1688464,3168,N
1665987,3168,N
1703215,2514,Y
1740210,2514,N
1749194,2514,N
1703215,1395,Y
1740210,1395,N
1749194,1395,Y
1703215,4733,N
1740210,4733,N
1749194,4733,N
1689350,4887,N
1716801,4887,N
1687889,4887,Y
1689350,6973,Y
1716801,6973,N
1687889,6973,Y
1689350,2595,N
1716801,2595,Y
1687889,2595,N
1674091,2515,N
1721200,2515,Y
1710652,2515,N
1674091,6133,Y
1721200,6133,N
1710652,6133,N
1674091,9606,N
1721200,9606,Y
1710652,9606,Y
1709583,1754,N
1664217,1754,N
1704040,1754,Y
1709583,1667,Y
1664217,1667,Y
1704040,1667,Y
1709583,6754,Y
1664217,6754,N
1704040,6754,Y
1694411,7100,N
1728316,7100,N
1696622,7100,N
1694411,8803,N
1728316,8803,Y
1696622,8803,N
1694411,7678,N
1728316,7678,N
1696622,7678,N
1657557,4896,N
1741435,4896,Y
1715402,4896,Y
1657557,9535,Y
1741435,9535,N
1715402,9535,N
1657557,1307,N
1741435,1307,Y
1715402,1307,N
1721809,2733,N
1690912,2733,Y
1736644,2733,Y
1721809,3571,N
1690912,3571,N
1736644,3571,N
1721809,4192,N
1690912,4192,N
1736644,4192,N
1698861,7084,N
1698861,8156,Y
1698861,8538,N
1724661,5896,Y
1698040,5896,Y
1695075,5896,N
1724661,5647,N
1698040,5647,Y
1695075,5647,N
1722308,7544,N
1721200,7544,Y
1697829,7544,Y
1722308,7103,N
1721200,7103,N
1697829,7103,Y
1718811,9375,N
1654677,9375,Y
1658220,9375,N
1718811,5978,N
1654677,5978,N
1658220,5978,N
1746651,2621,Y
1730641,2621,Y
1724098,2621,Y
1746651,3562,Y
1730641,3562,N
1724098,3562,N
1717993,5932,Y
1691662,5932,Y
1741742,5932,Y
1717993,2757,N
1691662,2757,N
1741742,2757,Y
1711713,9793,Y
1675251,9793,N
1731673,9793,Y
1711713,7442,Y
1675251,7442,Y
1731673,7442,Y
1667968,3971,Y
1707365,3971,Y
1695168,3971,N
1667968,9144,Y
1707365,9144,N
1695168,9144,Y
1707871,4599,N
1735108,4599,N
1684412,4599,N
1707871,6738,Y
1735108,6738,N
1684412,6738,N
1714067,4020,N
1717136,4020,Y
1726475,4020,Y
1714067,4851,Y
1717136,4851,N
1726475,4851,N
1703896,5504,N
1701202,5504,Y
1745300,5504,Y
1692350,3839,Y
1747356,3839,Y
1739144,3839,N
1741933,3325,Y
1720629,3325,Y
1667091,3325,Y
1715498,9469,Y
1744210,9469,Y
1680912,9469,N
1727100,1306,N
1726324,1306,Y
1655804,1306,Y
1736213,1594,N
1652502,1594,N
1693262,1594,Y
1699259,7679,Y
1651375,6404,N
1686810,6404,N
1660524,6404,Y
1651375,8623,N
1686810,8623,N
1660524,8623,Y
1675198,6441,Y
1655804,6441,Y
1699499,6441,Y
1675198,1014,N
1655804,1014,Y
1699499,1014,N
1696581,1568,N
1743075,1568,Y
1659500,1568,N
1696581,6310,Y
1743075,6310,N
1659500,6310,N
1705867,9847,Y
1704639,9847,Y
1706580,9847,N
1705867,5779,N
1704639,5779,Y
1706580,5779,Y
1688344,1300,N
1735361,1300,Y
1657613,1300,Y
1688344,9828,N
1735361,9828,Y
1657613,9828,Y
1718560,8091,N
1682450,8091,Y
1724291,8091,N
1718560,5234,Y
1682450,5234,Y
1724291,5234,Y
1710229,1799,Y
1676247,1799,N
1719562,1799,Y
1710229,6220,Y
1676247,6220,N
1719562,6220,N
1689220,2790,N
1669095,2790,Y
1718582,2790,N
1689220,6961,Y
1669095,6961,N
1718582,6961,Y
1705471,6772,N
1693406,6772,N
1667419,6772,Y
1705471,7066,Y
1693406,7066,N
1667419,7066,Y
1743430,8774,Y
1693330,8774,N
1743074,8774,N
1743430,4606,Y
1693330,4606,N
1743074,4606,N
1677580,5232,N
1721103,5232,Y
1710125,5232,Y
1677580,8877,Y
1721103,8877,N
1710125,8877,N
1694545,6800,Y
1686480,6800,Y
1737247,6800,Y
1694545,4950,N
1686480,4950,Y
1737247,4950,N
1686288,5151,N
1742423,5151,N
1718540,5151,Y
1686288,2970,Y
1742423,2970,Y
1718540,2970,Y
1745566,3888,Y
1712711,3888,N
1706583,3888,N
1745566,1487,N
1712711,1487,N
1706583,1487,N
1682981,6349,N
1701043,6349,Y
1660846,6349,N
1682981,6329,Y
1701043,6329,Y
1660846,6329,N
1749318,7061,N
1748198,7061,Y
1668167,7061,N
1749318,1496,N
1748198,1496,Y
1668167,1496,N
1727577,2536,N
1720474,2536,Y
1714485,2536,N
1727577,8628,N
1720474,8628,N
1714485,8628,Y
1745808,1120,N
1730788,1120,N
1745808,3116,Y
1730788,3116,Y
1661334,5847,Y
1737904,5847,N
1673039,5847,Y
1661334,4355,N
1737904,4355,Y
1673039,4355,Y
1661334,7186,Y
1737904,7186,N
1673039,7186,Y
1680397,4742,N
1741101,4742,N
1677256,4742,Y
1680397,8300,N
1741101,8300,N
1677256,8300,Y
1680397,2598,N
1741101,2598,Y
1677256,2598,Y
1651763,9051,N
1700276,9051,Y
1711353,9051,Y
1651763,1404,N
1700276,1404,Y
1711353,1404,N
1651763,7217,N
1700276,7217,N
1711353,7217,N
1706664,7890,N
1685434,7890,N
1747833,7890,N
1706664,8027,Y
1685434,8027,Y
1747833,8027,N
1706664,7311,N
1685434,7311,Y
1747833,7311,N
1668481,1605,N
1696113,1605,Y
1663634,1605,Y
1668481,9291,Y
1696113,9291,Y
1663634,9291,N
1668481,8109,N
1696113,8109,Y
1663634,8109,N
1685445,1840,Y
1743670,1840,N
1716689,1840,Y
1685445,4654,N
1743670,4654,N
1716689,4654,Y
1685445,8537,N
1743670,8537,Y
1716689,8537,Y
1733328,2590,Y
1735550,2590,Y
1670816,2590,Y
1733328,4357,N
1735550,4357,Y
1670816,4357,Y
1733328,9158,Y
1735550,9158,Y
1670816,9158,Y
1711172,5367,N
1729815,5367,N
1722805,5367,Y
1711172,4979,N
1729815,4979,N
1722805,4979,Y
1711172,6910,Y
1729815,6910,N
1722805,6910,N
1714421,9335,N
1692760,9335,Y
1721971,9335,Y
1714421,6621,N
1692760,6621,Y
1721971,6621,Y
1714421,5081,Y
1692760,5081,Y
1721971,5081,N
1652043,3635,Y
1698447,3635,N
1701865,3635,Y
1652043,3610,Y
1698447,3610,N
1701865,3610,N
1652043,1355,Y
1698447,1355,Y
1701865,1355,Y
1740676,8310,Y
1708979,8310,N
1723873,8310,N
1740676,9118,Y
1708979,9118,Y
1723873,9118,N
1740676,2087,Y
1708979,2087,N
1723873,2087,N
1747570,9850,N
1732799,9850,N
1723233,9850,N
1747570,6319,N
1732799,6319,N
1723233,6319,Y
1747570,3782,Y
1732799,3782,N
1723233,3782,N
1714487,4105,Y
1746331,4105,Y
1671105,4105,N
1714487,7138,Y
1746331,7138,Y
1671105,7138,N
1714487,6332,N
1746331,6332,N
1671105,6332,N
1682161,7134,N
1677850,7134,Y
1714491,7134,N
1682161,9844,N
1677850,9844,N
1714491,9844,Y
1682161,1373,Y
1677850,1373,N
1714491,1373,Y
1692279,1503,Y
1706268,1503,N
1651072,1503,Y
1692279,6823,N
1706268,6823,N
1651072,6823,N
1692279,3258,N
1706268,3258,N
1651072,3258,N
1654538,1453,Y
1670272,1453,N
1720445,1453,N
1654538,7726,Y
1670272,7726,Y
1720445,7726,Y
1654538,1249,N
1670272,1249,N
1720445,1249,Y
1655372,5519,Y
1686717,5519,N
1687742,5519,N
1655372,5600,N
1686717,5600,Y
1687742,5600,N
1655372,5407,Y
1686717,5407,N
1687742,5407,Y
1665495,5401,Y
1662208,5401,N
1735148,5401,N
1665495,5904,Y
1662208,5904,N
1735148,5904,N
1665495,8847,Y
1662208,8847,Y
1735148,8847,N
1731015,4670,N
1729317,4670,N
1686814,4670,N
1731015,7715,N
1729317,7715,N
1686814,7715,Y
1745987,1153,N
1683457,1153,N
1691395,1153,Y
1745987,1705,Y
1683457,1705,Y
1691395,1705,Y
1700708,2772,N
1690538,2772,N
1664226,2772,N
1700708,4459,Y
1690538,4459,Y
1664226,4459,Y
1663340,3900,N
1666261,3900,Y
1710959,3900,Y
1663340,8951,N
1666261,8951,N
1710959,8951,N
1736510,7633,N
1749128,7633,N
1674374,7633,Y
1736510,5193,Y
1749128,5193,Y
1674374,5193,N
1658881,5827,N
1745071,5827,Y
1714611,5827,Y
1658881,5684,N
1745071,5684,Y
1714611,5684,Y
1717147,2642,N
1650085,2642,Y
1655784,2642,N
1717147,4186,N
1650085,4186,N
1655784,4186,N
1664662,6767,Y
1690862,6767,Y
1706423,6767,Y
1664662,1146,Y
1690862,1146,Y
1706423,1146,Y
1689963,8138,Y
1675809,8138,N
1653462,8138,Y
1689963,5425,N
1675809,5425,Y
1653462,5425,N
1726708,2799,Y
1671289,2799,N
1725932,2799,Y
1726708,7533,Y
1671289,7533,Y
1725932,7533,Y
1743284,9251,Y
1735543,9251,N
1738208,9251,N
1743284,7349,N
1735543,7349,N
1738208,7349,N
1734241,6829,Y
1741153,6829,Y
1730759,6829,Y
1734241,5108,N
1741153,5108,Y
1730759,5108,Y
1714217,9553,Y
1676878,9553,N
1726918,9553,Y
1714217,6242,Y
1676878,6242,Y
1726918,6242,N
1696228,6644,Y
1746744,6644,N
1658880,6644,N
1696228,5539,N
1746744,5539,N
1658880,5539,Y
1727683,7618,N
1675166,7618,Y
1735273,7618,Y
1727683,3192,N
1675166,3192,Y
1735273,3192,Y
1692525,2880,Y
1668602,2880,N
1716564,2880,N
1692525,2282,Y
1668602,2282,N
1716564,2282,Y
1712302,7868,Y
1679654,7868,Y
1712302,7811,N
1679654,7811,N
1736462,5274,Y
1654128,5274,N
1744876,5274,N
1736462,8999,Y
1654128,8999,N
1744876,8999,Y
1736462,4737,Y
1654128,4737,Y
1744876,4737,N
1685675,6466,N
1690442,6466,N
1679506,6466,N
1685675,1867,N
1690442,1867,Y
1679506,1867,N
1685675,5076,N
1690442,5076,N
1679506,5076,Y
1703439,7389,Y
1698240,7389,N
1656611,7389,N
1703439,9178,Y
1698240,9178,Y
1656611,9178,N
1703439,9527,Y
1698240,9527,Y
1656611,9527,N
1697035,5063,Y
1734901,5063,Y
1667138,5063,Y
1697035,1978,N
1734901,1978,Y
1667138,1978,N
1697035,2461,Y
1734901,2461,N
1667138,2461,N
1694339,9726,N
1694339,8510,Y
1694339,5321,N
1690212,6871,N
1748922,6871,N
1655804,6871,Y
1690212,1233,N
1748922,1233,Y
1655804,1233,Y
1704769,3955,Y
1699506,3955,Y
1661124,3955,Y
1704769,8487,Y
1699506,8487,N
1661124,8487,Y
1655777,5339,N
1723223,5339,Y
1658033,5339,Y
1655777,1922,Y
1723223,1922,Y
1658033,1922,Y
1741666,7937,Y
1710228,7937,N
1748266,7937,Y
1741666,5389,Y
1710228,5389,Y
1748266,5389,Y
1674824,2550,N
1661024,2550,N
1744252,2550,Y
1674824,7446,N
1661024,7446,Y
1744252,7446,Y
1661276,6863,N
1716588,6863,N
1679079,6863,Y
1661276,4580,Y
1716588,4580,Y
1679079,4580,N
1701130,5868,N
1719175,5868,N
1729378,5868,Y
1701130,6132,N
1719175,6132,N
1729378,6132,Y
1659452,5350,Y
1665036,5350,Y
1717512,5350,N
1659452,6603,Y
1665036,6603,N
1717512,6603,Y
1709534,4362,N
1683930,4362,Y
1707661,4362,N
1709534,2008,N
1683930,2008,Y
1707661,2008,N
1723696,6031,Y
1749636,6031,N
1655176,6031,N
1723696,8954,N
1749636,8954,N
1655176,8954,N
1746671,9258,Y
1692864,9258,N
1747186,9258,Y
1746671,7324,Y
1692864,7324,Y
1747186,7324,N
1724858,1179,N
1679750,1179,N
1662483,1179,N
1724858,2284,Y
1679750,2284,Y
1662483,2284,Y
1652766,8854,Y
1744959,8854,N
1733632,8854,N
1652766,7471,Y
1744959,7471,Y
1733632,7471,Y
1687220,3354,Y
1687220,3760,N
1684488,4413,Y
1733616,4413,Y
1666306,4413,Y
1684488,1842,N
1733616,1842,Y
1666306,1842,Y
1684488,2354,Y
1733616,2354,N
1666306,2354,Y
1679264,2520,Y
1730012,2520,N
1733632,2520,Y
1679264,8792,N
1730012,8792,Y
1733632,8792,Y
1679264,6413,Y
1730012,6413,Y
1733632,6413,Y
1720001,5996,Y
1699098,5996,Y
1747972,5996,N
1720001,4704,Y
1699098,4704,Y
1747972,4704,N
1720001,8813,Y
1699098,8813,Y
1747972,8813,Y
1670365,5102,N
1741971,5102,N
1745913,5102,Y
1670365,6465,N
1741971,6465,Y
1745913,6465,Y
1670365,2791,N
1741971,2791,Y
1745913,2791,N
1725010,5983,Y
1730855,5983,Y
1725010,6741,Y
1730855,6741,Y
1725010,2159,Y
1730855,2159,N
1697267,4660,N
1680531,4660,N
1692039,4660,N
1697267,4810,N
1680531,4810,N
1692039,4810,Y
1697267,5422,N
1680531,5422,N
1692039,5422,Y
1701206,7329,N
1692142,7329,N
1694105,7329,Y
1701206,6635,N
1692142,6635,N
1694105,6635,N
1701206,4505,Y
1692142,4505,N
1694105,4505,Y
1713012,7717,Y
1665374,7717,Y
1746946,7717,N
1713012,8139,Y
1665374,8139,N
1746946,8139,Y
1713012,8657,Y
1665374,8657,Y
1746946,8657,Y
1672854,5865,Y
1673564,5865,Y
1682864,5865,N
1672854,6671,Y
1673564,6671,Y
1682864,6671,N
1672854,1852,Y
1673564,1852,N
1682864,1852,N
1657009,9001,N
1657009,8744,N
1657009,1959,Y
1650675,5955,Y
1709000,5955,Y
1744036,5955,Y
1749215,4392,N
1713178,4392,Y
1689388,4392,N
1653290,1999,N
1666832,1999,Y
1732848,1999,Y
1741884,8238,Y
1725342,8238,N
1734490,8238,Y
1666477,6987,N
1664242,6987,Y
1731054,6987,N
1677766,4069,N
1657396,4069,Y
1697563,4069,Y
1690904,8020,Y
1661904,8020,N
1685443,8020,N
1703085,7712,N
1666787,7712,Y
1697035,7712,N
1685026,1047,Y
1661365,1047,N
1683906,1047,Y
1723587,8614,N
1722523,5795,Y
1698240,5795,N
1720498,5795,N
1722523,4338,Y
1698240,4338,Y
1720498,4338,N
1722523,1987,Y
1698240,1987,N
1720498,1987,Y
1744903,5620,Y
1713477,5620,N
1696315,5620,N
1744903,2036,Y
1713477,2036,N
1696315,2036,Y
1744903,3334,Y
1713477,3334,N
1696315,3334,Y
1709031,2610,Y
1688177,2610,Y
1729567,2610,N
1709031,4302,N
1688177,4302,N
1729567,4302,Y
1709031,1700,Y
1688177,1700,N
1729567,1700,Y
1715462,2436,N
1713231,2436,Y
1677255,2436,N
1715462,9116,N
1713231,9116,N
1677255,9116,Y
1715462,5870,Y
1713231,5870,Y
1677255,5870,N
1664819,3304,Y
1661364,3304,Y
1710694,3304,N
1664819,6801,Y
1661364,6801,Y
1710694,6801,N
1664819,1571,N
1661364,1571,N
1710694,1571,Y
1741887,9309,Y
1660706,9309,N
1697466,9309,Y
1741887,8950,Y
1660706,8950,N
1697466,8950,Y
1741887,3670,Y
1660706,3670,Y
1697466,3670,N
1677217,1187,N
1714275,1187,Y
1703822,1187,Y
1677217,9555,N
1714275,9555,Y
1703822,9555,N
1677217,7408,N
1714275,7408,N
1703822,7408,N
1689732,3404,Y
1656747,3404,Y
1700346,3404,N
1689732,5144,Y
1656747,5144,Y
1700346,5144,N
1689732,1109,N
1656747,1109,N
1700346,1109,Y
1744548,9767,N
1729865,9767,N
1679077,9767,Y
1744548,6940,Y
1729865,6940,Y
1679077,6940,Y
1744548,8638,N
1729865,8638,N
1679077,8638,Y
1726027,7527,N
1712866,7527,N
1703171,7527,N
1724291,7871,N
1715337,7871,N
1681427,7871,Y
1733964,9187,N
1659013,9187,N
1670698,9187,Y
1678961,5018,N
1743576,5018,N
1673531,5018,Y
1706392,3837,N
1713667,3837,N
1668803,3837,Y
1665374,6354,Y
1733269,6354,Y
1699332,6354,Y
1713576,8451,Y
1722084,8451,N
1671045,3153,N
1670953,3153,Y
1703896,3153,Y
1671045,6014,Y
1670953,6014,N
1703896,6014,N
1663340,6552,Y
1687124,6552,Y
1650618,6552,N
1663340,5390,Y
1687124,5390,Y
1650618,5390,N
1682052,6852,N
1690229,6852,Y
1689479,6852,Y
1682052,3249,N
1690229,3249,Y
1689479,3249,N
1674854,2262,Y
1674677,2262,Y
1670973,2262,Y
1674854,1123,Y
1674677,1123,Y
1670973,1123,Y
1682559,2586,N
1723730,2586,N
1738570,2586,Y
1682559,5587,N
1723730,5587,Y
1738570,5587,N
1664667,6764,Y
1675438,6764,N
1744825,6764,Y
1664667,2671,N
1675438,2671,Y
1744825,2671,Y
1699691,5878,N
1680554,5878,Y
1745653,5878,Y
1699691,9399,N
1680554,9399,N
1745653,9399,Y
1664590,7593,N
1735619,7593,Y
1701275,7593,N
1664590,8610,Y
1735619,8610,Y
1701275,8610,N
1678157,3486,N
1654424,3486,N
1670875,3486,Y
1678157,3774,Y
1654424,3774,Y
1670875,3774,Y
1663848,6753,N
1663848,9431,N
1721274,5773,Y
1696919,5773,N
1655069,5773,N
1721274,5935,Y
1696919,5935,N
1655069,5935,N
1660077,9921,N
1745822,9921,N
1699259,9921,Y
1660077,7955,Y
1745822,7955,N
1699259,7955,N
1650516,2752,N
1716645,2752,Y
1678161,2752,N
1650516,3890,Y
1716645,3890,N
1678161,3890,Y
1657408,8930,Y
1702504,8930,Y
1732618,8930,N
1657408,2076,N
1702504,2076,N
1732618,2076,N
1690275,3452,N
1650596,3452,N
1720947,3452,N
1690275,5356,N
1650596,5356,Y
1720947,5356,Y
1738462,7670,N
1666107,7670,Y
1677895,7670,N
1738462,9306,Y
1666107,9306,N
1677895,9306,N
1725012,9217,Y
1743459,9217,N
1688401,9217,N
1725012,9066,N
1743459,9066,N
1688401,9066,Y
1732909,7401,N
1734844,7401,Y
1734934,7401,Y
1732909,5491,N
1734844,5491,N
1734934,5491,N
1663326,7395,N
1731599,7395,Y
1725795,7395,Y
1663326,2632,N
1731599,2632,N
1725795,2632,N
1663326,1807,N
1731599,1807,Y
1725795,1807,N
1749467,8953,Y
1730130,8953,N
1692524,8953,Y
1749467,2453,Y
1730130,2453,Y
1692524,2453,Y
1749467,1777,Y
1730130,1777,Y
1692524,1777,Y
1699175,2450,Y
1716086,2450,Y
1729837,2450,Y
1699175,1859,N
1716086,1859,N
1729837,1859,N
1699175,8929,Y
1716086,8929,N
1729837,8929,N
1742173,3377,Y
1707900,3377,N
1729217,3377,Y
1742173,3350,N
1707900,3350,N
1729217,3350,Y
1742173,9229,Y
1707900,9229,Y
1729217,9229,Y
1725360,3901,N
1709694,3901,Y
1650618,3901,N
1725360,6038,N
1709694,6038,Y
1650618,6038,Y
1725360,1215,Y
1709694,1215,N
1650618,1215,N
1749318,8328,N
1743979,8328,N
1658305,8328,Y
1749318,5220,N
1743979,5220,Y
1658305,5220,N
1749318,9998,Y
1743979,9998,N
1658305,9998,Y
1656163,6256,Y
1749924,6256,N
1729313,6256,Y
1656163,3904,Y
1749924,3904,N
1729313,3904,Y
1717144,4146,Y
1666451,4146,Y
1721805,4146,N
1717144,8454,N
1666451,8454,N
1721805,8454,N
1742085,9718,N
1653819,9718,N
1723075,9718,N
1742085,8053,N
1653819,8053,N
1723075,8053,N
1680525,2064,Y
1651005,2064,N
1672365,2064,N
1680525,6064,Y
1651005,6064,N
1672365,6064,N
1709684,5534,Y
1721272,5534,Y
1696869,5534,N
1709684,6966,Y
1721272,6966,N
1696869,6966,Y
1681449,2986,N
1699349,2986,N
1691546,2986,N
1681449,9531,N
1699349,9531,N
1691546,9531,Y
1734296,6824,Y
1704493,6824,N
1676033,6824,Y
1734296,4614,N
1704493,4614,N
1676033,4614,Y
1705981,5217,Y
1705981,9547,N
1728738,7235,N
1733883,7235,Y
1675877,7235,N
1665608,9652,N
1717503,9652,Y
1665615,9652,N
1670180,2268,Y
1717776,2268,Y
1715491,2268,N
1719311,7454,N
1680312,7454,Y
1667459,7454,Y
1687434,2493,Y
1717710,2493,N
1711125,8393,N
1717698,8393,Y
1715662,8393,N
1688230,1451,Y
1686565,1451,Y
1722088,1451,N
1678929,3694,Y
1670907,3694,N
1741325,3694,Y
1660981,6861,N
1733328,6861,N
1693296,6861,Y
1735468,9465,Y
1727159,9465,N
1652327,9465,N
1716619,4281,N
1693969,4281,Y
1693212,4281,Y
1684171,4164,Y
1655934,4164,N
1733232,4164,Y
1728489,3127,Y
1684777,3127,N
1707868,3127,Y
1717593,8751,Y
1700601,8751,Y
1722381,1164,N
1725184,1164,N
1735525,1164,N
1722381,3863,N
1725184,3863,N
1735525,3863,N
1672871,8559,N
1712851,8559,N
1746738,8559,N
1672871,6478,Y
1712851,6478,N
1746738,6478,Y
1661181,6560,N
1685311,6560,N
1733951,6560,N
1661181,3053,Y
1685311,3053,N
1733951,3053,Y
1657508,7433,N
1705393,7433,N
1706959,7433,N
1657508,3294,N
1705393,3294,N
1706959,3294,N
1714843,4483,N
1715318,4483,Y
1701747,4483,Y
1714843,3869,N
1715318,3869,N
1701747,3869,N
1657907,1494,N
1666115,1494,N
1679752,1494,N
1657907,2386,Y
1666115,2386,N
1679752,2386,N
1710513,3599,N
1720659,3599,Y
1683662,3599,N
1710513,4554,N
1720659,4554,N
1683662,4554,Y
1668649,6511,Y
1681253,6511,Y
1672228,6511,Y
1668649,7393,N
1681253,7393,Y
1672228,7393,Y
1726721,9391,Y
1740004,9391,N
1720944,9391,Y
1726721,8536,Y
1740004,8536,Y
1720944,8536,N
1715610,5981,Y
1745093,5981,Y
1666096,5981,N
1715610,6775,N
1745093,6775,Y
1666096,6775,N
1688152,6802,Y
1710962,6802,Y
1735968,6802,Y
1688152,1418,N
1710962,1418,N
1735968,1418,Y
1701497,5436,Y
1657508,5436,Y
1681816,5436,Y
1701497,1084,N
1657508,1084,N
1681816,1084,N
1742351,5114,Y
1742351,8390,N
1682914,3625,N
1679926,3625,N
1689371,3625,Y
1682914,7302,Y
1679926,7302,N
1689371,7302,Y
1682914,5227,Y
1679926,5227,N
1689371,5227,N
1686132,4932,N
1705492,4932,Y
1690404,4932,Y
1686132,1366,N
1705492,1366,Y
1690404,1366,Y
1686132,2005,N
1705492,2005,Y
1690404,2005,N
1655784,4804,N
1673983,4804,Y
1746796,4804,Y
1655784,1151,Y
1673983,1151,Y
1746796,1151,Y
1655784,6838,Y
1673983,6838,Y
